,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class_1,Class_2
290,"tf.Tensor(0.65174127, shape=(), dtype=float32)","tf.Tensor(0.9453504, shape=(), dtype=float32)","tf.Tensor(0.19651388, shape=(), dtype=float32)","tf.Tensor(0.9342077, shape=(), dtype=float32)","tf.Tensor(0.24277586, shape=(), dtype=float32)","tf.Tensor(0.6250346, shape=(), dtype=float32)","tf.Tensor(0.53191227, shape=(), dtype=float32)","tf.Tensor(0.8893046, shape=(), dtype=float32)","tf.Tensor(0.6530816, shape=(), dtype=float32)","tf.Tensor(0.82247436, shape=(), dtype=float32)","tf.Tensor(0.84385836, shape=(), dtype=float32)","tf.Tensor(0.009423554, shape=(), dtype=float32)","tf.Tensor(0.93004775, shape=(), dtype=float32)","tf.Tensor(0.4809058, shape=(), dtype=float32)","tf.Tensor(0.66734743, shape=(), dtype=float32)","tf.Tensor(0.5818902, shape=(), dtype=float32)","tf.Tensor(0.79978627, shape=(), dtype=float32)","tf.Tensor(0.857992, shape=(), dtype=float32)","tf.Tensor(0.7518798, shape=(), dtype=float32)","tf.Tensor(0.2277314, shape=(), dtype=float32)","tf.Tensor(0.22415613, shape=(), dtype=float32)","tf.Tensor(0.3072697, shape=(), dtype=float32)","tf.Tensor(0.489308, shape=(), dtype=float32)","tf.Tensor(0.796512, shape=(), dtype=float32)","tf.Tensor(0.7787068, shape=(), dtype=float32)","tf.Tensor(0.66560817, shape=(), dtype=float32)","tf.Tensor(0.3617999, shape=(), dtype=float32)","tf.Tensor(0.6716189, shape=(), dtype=float32)","tf.Tensor(0.60347867, shape=(), dtype=float32)","tf.Tensor(0.04283649, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
291,"tf.Tensor(0.33911425, shape=(), dtype=float32)","tf.Tensor(0.6169444, shape=(), dtype=float32)","tf.Tensor(0.625342, shape=(), dtype=float32)","tf.Tensor(0.5422492, shape=(), dtype=float32)","tf.Tensor(0.8709698, shape=(), dtype=float32)","tf.Tensor(0.42117158, shape=(), dtype=float32)","tf.Tensor(0.16523811, shape=(), dtype=float32)","tf.Tensor(0.61938334, shape=(), dtype=float32)","tf.Tensor(0.79252464, shape=(), dtype=float32)","tf.Tensor(0.4005096, shape=(), dtype=float32)","tf.Tensor(0.344938, shape=(), dtype=float32)","tf.Tensor(0.83373773, shape=(), dtype=float32)","tf.Tensor(0.10091493, shape=(), dtype=float32)","tf.Tensor(0.7122098, shape=(), dtype=float32)","tf.Tensor(0.16449949, shape=(), dtype=float32)","tf.Tensor(0.6283719, shape=(), dtype=float32)","tf.Tensor(0.14548494, shape=(), dtype=float32)","tf.Tensor(0.16766928, shape=(), dtype=float32)","tf.Tensor(0.35576028, shape=(), dtype=float32)","tf.Tensor(0.627827, shape=(), dtype=float32)","tf.Tensor(0.1956409, shape=(), dtype=float32)","tf.Tensor(0.53910387, shape=(), dtype=float32)","tf.Tensor(0.59863126, shape=(), dtype=float32)","tf.Tensor(0.80183464, shape=(), dtype=float32)","tf.Tensor(0.7623352, shape=(), dtype=float32)","tf.Tensor(0.77146584, shape=(), dtype=float32)","tf.Tensor(0.39336666, shape=(), dtype=float32)","tf.Tensor(0.7329627, shape=(), dtype=float32)","tf.Tensor(0.4520539, shape=(), dtype=float32)","tf.Tensor(0.07544334, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
292,"tf.Tensor(0.3514387, shape=(), dtype=float32)","tf.Tensor(0.5567755, shape=(), dtype=float32)","tf.Tensor(0.5355879, shape=(), dtype=float32)","tf.Tensor(0.5257207, shape=(), dtype=float32)","tf.Tensor(0.71930057, shape=(), dtype=float32)","tf.Tensor(0.4529611, shape=(), dtype=float32)","tf.Tensor(0.24066839, shape=(), dtype=float32)","tf.Tensor(0.6301055, shape=(), dtype=float32)","tf.Tensor(0.7188395, shape=(), dtype=float32)","tf.Tensor(0.4880994, shape=(), dtype=float32)","tf.Tensor(0.32070774, shape=(), dtype=float32)","tf.Tensor(0.7740697, shape=(), dtype=float32)","tf.Tensor(0.087820515, shape=(), dtype=float32)","tf.Tensor(0.6381534, shape=(), dtype=float32)","tf.Tensor(0.09222037, shape=(), dtype=float32)","tf.Tensor(0.6244923, shape=(), dtype=float32)","tf.Tensor(0.12003042, shape=(), dtype=float32)","tf.Tensor(0.10398224, shape=(), dtype=float32)","tf.Tensor(0.29569054, shape=(), dtype=float32)","tf.Tensor(0.657215, shape=(), dtype=float32)","tf.Tensor(0.21631093, shape=(), dtype=float32)","tf.Tensor(0.50758004, shape=(), dtype=float32)","tf.Tensor(0.5041059, shape=(), dtype=float32)","tf.Tensor(0.78379285, shape=(), dtype=float32)","tf.Tensor(0.67419684, shape=(), dtype=float32)","tf.Tensor(0.6840552, shape=(), dtype=float32)","tf.Tensor(0.37147376, shape=(), dtype=float32)","tf.Tensor(0.7312468, shape=(), dtype=float32)","tf.Tensor(0.4421976, shape=(), dtype=float32)","tf.Tensor(0.03343197, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
293,"tf.Tensor(0.55005974, shape=(), dtype=float32)","tf.Tensor(0.73085004, shape=(), dtype=float32)","tf.Tensor(0.58069694, shape=(), dtype=float32)","tf.Tensor(0.67149264, shape=(), dtype=float32)","tf.Tensor(0.6420774, shape=(), dtype=float32)","tf.Tensor(0.60468763, shape=(), dtype=float32)","tf.Tensor(0.4566828, shape=(), dtype=float32)","tf.Tensor(0.79660434, shape=(), dtype=float32)","tf.Tensor(0.7911931, shape=(), dtype=float32)","tf.Tensor(0.56685287, shape=(), dtype=float32)","tf.Tensor(0.6073729, shape=(), dtype=float32)","tf.Tensor(0.77051616, shape=(), dtype=float32)","tf.Tensor(0.45174006, shape=(), dtype=float32)","tf.Tensor(0.49371782, shape=(), dtype=float32)","tf.Tensor(0.2603902, shape=(), dtype=float32)","tf.Tensor(0.83615637, shape=(), dtype=float32)","tf.Tensor(0.44945517, shape=(), dtype=float32)","tf.Tensor(0.5255284, shape=(), dtype=float32)","tf.Tensor(0.61828285, shape=(), dtype=float32)","tf.Tensor(0.61392283, shape=(), dtype=float32)","tf.Tensor(0.24634154, shape=(), dtype=float32)","tf.Tensor(0.63772166, shape=(), dtype=float32)","tf.Tensor(0.58091307, shape=(), dtype=float32)","tf.Tensor(0.8434069, shape=(), dtype=float32)","tf.Tensor(0.36036855, shape=(), dtype=float32)","tf.Tensor(0.8734656, shape=(), dtype=float32)","tf.Tensor(0.5180764, shape=(), dtype=float32)","tf.Tensor(0.90939575, shape=(), dtype=float32)","tf.Tensor(0.57696754, shape=(), dtype=float32)","tf.Tensor(0.074063025, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
294,"tf.Tensor(0.55267763, shape=(), dtype=float32)","tf.Tensor(0.9498098, shape=(), dtype=float32)","tf.Tensor(0.3441536, shape=(), dtype=float32)","tf.Tensor(0.9312825, shape=(), dtype=float32)","tf.Tensor(0.26102376, shape=(), dtype=float32)","tf.Tensor(0.660104, shape=(), dtype=float32)","tf.Tensor(0.6295755, shape=(), dtype=float32)","tf.Tensor(0.9133306, shape=(), dtype=float32)","tf.Tensor(0.74131274, shape=(), dtype=float32)","tf.Tensor(0.8647365, shape=(), dtype=float32)","tf.Tensor(0.814635, shape=(), dtype=float32)","tf.Tensor(0.061285138, shape=(), dtype=float32)","tf.Tensor(0.8738798, shape=(), dtype=float32)","tf.Tensor(0.5574007, shape=(), dtype=float32)","tf.Tensor(0.69426674, shape=(), dtype=float32)","tf.Tensor(0.818234, shape=(), dtype=float32)","tf.Tensor(0.703907, shape=(), dtype=float32)","tf.Tensor(0.74147433, shape=(), dtype=float32)","tf.Tensor(0.5779676, shape=(), dtype=float32)","tf.Tensor(0.691176, shape=(), dtype=float32)","tf.Tensor(0.29028556, shape=(), dtype=float32)","tf.Tensor(0.5037848, shape=(), dtype=float32)","tf.Tensor(0.5037205, shape=(), dtype=float32)","tf.Tensor(0.81031936, shape=(), dtype=float32)","tf.Tensor(0.9050166, shape=(), dtype=float32)","tf.Tensor(0.725276, shape=(), dtype=float32)","tf.Tensor(0.43416145, shape=(), dtype=float32)","tf.Tensor(0.7390408, shape=(), dtype=float32)","tf.Tensor(0.78501517, shape=(), dtype=float32)","tf.Tensor(0.0176067, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
295,"tf.Tensor(0.6735071, shape=(), dtype=float32)","tf.Tensor(0.81635505, shape=(), dtype=float32)","tf.Tensor(0.4583156, shape=(), dtype=float32)","tf.Tensor(0.82934684, shape=(), dtype=float32)","tf.Tensor(0.25689334, shape=(), dtype=float32)","tf.Tensor(0.57423097, shape=(), dtype=float32)","tf.Tensor(0.4968869, shape=(), dtype=float32)","tf.Tensor(0.8108797, shape=(), dtype=float32)","tf.Tensor(0.779261, shape=(), dtype=float32)","tf.Tensor(0.63448244, shape=(), dtype=float32)","tf.Tensor(0.61696607, shape=(), dtype=float32)","tf.Tensor(0.22300008, shape=(), dtype=float32)","tf.Tensor(0.70551175, shape=(), dtype=float32)","tf.Tensor(0.49684134, shape=(), dtype=float32)","tf.Tensor(0.5274137, shape=(), dtype=float32)","tf.Tensor(0.69777757, shape=(), dtype=float32)","tf.Tensor(0.6539218, shape=(), dtype=float32)","tf.Tensor(0.4690954, shape=(), dtype=float32)","tf.Tensor(0.49091473, shape=(), dtype=float32)","tf.Tensor(0.53013134, shape=(), dtype=float32)","tf.Tensor(0.32583794, shape=(), dtype=float32)","tf.Tensor(0.3199569, shape=(), dtype=float32)","tf.Tensor(0.54488134, shape=(), dtype=float32)","tf.Tensor(0.6668022, shape=(), dtype=float32)","tf.Tensor(0.8880461, shape=(), dtype=float32)","tf.Tensor(0.77969193, shape=(), dtype=float32)","tf.Tensor(0.31902745, shape=(), dtype=float32)","tf.Tensor(0.6628827, shape=(), dtype=float32)","tf.Tensor(0.7516451, shape=(), dtype=float32)","tf.Tensor(0.09949868, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
296,"tf.Tensor(0.89215285, shape=(), dtype=float32)","tf.Tensor(0.95819944, shape=(), dtype=float32)","tf.Tensor(0.31505206, shape=(), dtype=float32)","tf.Tensor(0.9077092, shape=(), dtype=float32)","tf.Tensor(0.55423135, shape=(), dtype=float32)","tf.Tensor(0.81250983, shape=(), dtype=float32)","tf.Tensor(0.68965894, shape=(), dtype=float32)","tf.Tensor(0.9127778, shape=(), dtype=float32)","tf.Tensor(0.7290833, shape=(), dtype=float32)","tf.Tensor(0.7664493, shape=(), dtype=float32)","tf.Tensor(0.9037253, shape=(), dtype=float32)","tf.Tensor(0.43297595, shape=(), dtype=float32)","tf.Tensor(0.9469749, shape=(), dtype=float32)","tf.Tensor(0.58864856, shape=(), dtype=float32)","tf.Tensor(0.6051805, shape=(), dtype=float32)","tf.Tensor(0.65186846, shape=(), dtype=float32)","tf.Tensor(0.8695213, shape=(), dtype=float32)","tf.Tensor(0.88602006, shape=(), dtype=float32)","tf.Tensor(0.8702996, shape=(), dtype=float32)","tf.Tensor(0.17148729, shape=(), dtype=float32)","tf.Tensor(0.29905543, shape=(), dtype=float32)","tf.Tensor(0.5483433, shape=(), dtype=float32)","tf.Tensor(0.60292614, shape=(), dtype=float32)","tf.Tensor(0.86950785, shape=(), dtype=float32)","tf.Tensor(0.44842714, shape=(), dtype=float32)","tf.Tensor(0.8269114, shape=(), dtype=float32)","tf.Tensor(0.7286121, shape=(), dtype=float32)","tf.Tensor(0.89530075, shape=(), dtype=float32)","tf.Tensor(0.631723, shape=(), dtype=float32)","tf.Tensor(-0.0530347, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
297,"tf.Tensor(0.44823885, shape=(), dtype=float32)","tf.Tensor(0.8505259, shape=(), dtype=float32)","tf.Tensor(0.37067688, shape=(), dtype=float32)","tf.Tensor(0.7752109, shape=(), dtype=float32)","tf.Tensor(0.3061719, shape=(), dtype=float32)","tf.Tensor(0.5690123, shape=(), dtype=float32)","tf.Tensor(0.57194173, shape=(), dtype=float32)","tf.Tensor(0.7925115, shape=(), dtype=float32)","tf.Tensor(0.53494114, shape=(), dtype=float32)","tf.Tensor(0.7073276, shape=(), dtype=float32)","tf.Tensor(0.7198397, shape=(), dtype=float32)","tf.Tensor(0.20391384, shape=(), dtype=float32)","tf.Tensor(0.78444636, shape=(), dtype=float32)","tf.Tensor(0.4579171, shape=(), dtype=float32)","tf.Tensor(0.4592902, shape=(), dtype=float32)","tf.Tensor(0.65323246, shape=(), dtype=float32)","tf.Tensor(0.65058285, shape=(), dtype=float32)","tf.Tensor(0.65856695, shape=(), dtype=float32)","tf.Tensor(0.6165863, shape=(), dtype=float32)","tf.Tensor(0.38232306, shape=(), dtype=float32)","tf.Tensor(0.24274983, shape=(), dtype=float32)","tf.Tensor(0.48238975, shape=(), dtype=float32)","tf.Tensor(0.50743806, shape=(), dtype=float32)","tf.Tensor(0.7670887, shape=(), dtype=float32)","tf.Tensor(0.56827307, shape=(), dtype=float32)","tf.Tensor(0.7439635, shape=(), dtype=float32)","tf.Tensor(0.45819843, shape=(), dtype=float32)","tf.Tensor(0.7554718, shape=(), dtype=float32)","tf.Tensor(0.59752655, shape=(), dtype=float32)","tf.Tensor(-0.06486692, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
298,"tf.Tensor(0.72803116, shape=(), dtype=float32)","tf.Tensor(0.91738766, shape=(), dtype=float32)","tf.Tensor(0.24357446, shape=(), dtype=float32)","tf.Tensor(0.87953866, shape=(), dtype=float32)","tf.Tensor(0.40968314, shape=(), dtype=float32)","tf.Tensor(0.7324992, shape=(), dtype=float32)","tf.Tensor(0.5168634, shape=(), dtype=float32)","tf.Tensor(0.8423696, shape=(), dtype=float32)","tf.Tensor(0.629518, shape=(), dtype=float32)","tf.Tensor(0.738598, shape=(), dtype=float32)","tf.Tensor(0.7945547, shape=(), dtype=float32)","tf.Tensor(0.25574315, shape=(), dtype=float32)","tf.Tensor(0.9132256, shape=(), dtype=float32)","tf.Tensor(0.42789817, shape=(), dtype=float32)","tf.Tensor(0.51013494, shape=(), dtype=float32)","tf.Tensor(0.4544795, shape=(), dtype=float32)","tf.Tensor(0.81274974, shape=(), dtype=float32)","tf.Tensor(0.88093925, shape=(), dtype=float32)","tf.Tensor(0.7975586, shape=(), dtype=float32)","tf.Tensor(0.2523959, shape=(), dtype=float32)","tf.Tensor(0.3302401, shape=(), dtype=float32)","tf.Tensor(0.4545844, shape=(), dtype=float32)","tf.Tensor(0.46443394, shape=(), dtype=float32)","tf.Tensor(0.7723621, shape=(), dtype=float32)","tf.Tensor(0.5527939, shape=(), dtype=float32)","tf.Tensor(0.7618168, shape=(), dtype=float32)","tf.Tensor(0.48014584, shape=(), dtype=float32)","tf.Tensor(0.80604386, shape=(), dtype=float32)","tf.Tensor(0.6571461, shape=(), dtype=float32)","tf.Tensor(-0.12116626, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
299,"tf.Tensor(0.49639633, shape=(), dtype=float32)","tf.Tensor(0.20206226, shape=(), dtype=float32)","tf.Tensor(0.8248527, shape=(), dtype=float32)","tf.Tensor(-0.05892133, shape=(), dtype=float32)","tf.Tensor(0.7354684, shape=(), dtype=float32)","tf.Tensor(0.54240227, shape=(), dtype=float32)","tf.Tensor(0.45575994, shape=(), dtype=float32)","tf.Tensor(0.6351503, shape=(), dtype=float32)","tf.Tensor(0.84890026, shape=(), dtype=float32)","tf.Tensor(0.48410514, shape=(), dtype=float32)","tf.Tensor(0.63801324, shape=(), dtype=float32)","tf.Tensor(0.67050475, shape=(), dtype=float32)","tf.Tensor(0.7760338, shape=(), dtype=float32)","tf.Tensor(0.56877375, shape=(), dtype=float32)","tf.Tensor(0.40670612, shape=(), dtype=float32)","tf.Tensor(0.45676982, shape=(), dtype=float32)","tf.Tensor(0.7881045, shape=(), dtype=float32)","tf.Tensor(0.772084, shape=(), dtype=float32)","tf.Tensor(0.6764602, shape=(), dtype=float32)","tf.Tensor(0.11866917, shape=(), dtype=float32)","tf.Tensor(0.3616988, shape=(), dtype=float32)","tf.Tensor(0.5892419, shape=(), dtype=float32)","tf.Tensor(0.5562374, shape=(), dtype=float32)","tf.Tensor(0.7685323, shape=(), dtype=float32)","tf.Tensor(-0.09378756, shape=(), dtype=float32)","tf.Tensor(0.9488817, shape=(), dtype=float32)","tf.Tensor(0.68621916, shape=(), dtype=float32)","tf.Tensor(0.9631276, shape=(), dtype=float32)","tf.Tensor(0.6693975, shape=(), dtype=float32)","tf.Tensor(-0.20178688, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
300,"tf.Tensor(0.53457093, shape=(), dtype=float32)","tf.Tensor(0.869519, shape=(), dtype=float32)","tf.Tensor(0.53544396, shape=(), dtype=float32)","tf.Tensor(0.82566917, shape=(), dtype=float32)","tf.Tensor(0.437404, shape=(), dtype=float32)","tf.Tensor(0.6366506, shape=(), dtype=float32)","tf.Tensor(0.5720726, shape=(), dtype=float32)","tf.Tensor(0.83273005, shape=(), dtype=float32)","tf.Tensor(0.6307754, shape=(), dtype=float32)","tf.Tensor(0.75055504, shape=(), dtype=float32)","tf.Tensor(0.7400419, shape=(), dtype=float32)","tf.Tensor(0.23028538, shape=(), dtype=float32)","tf.Tensor(0.87689507, shape=(), dtype=float32)","tf.Tensor(0.2795975, shape=(), dtype=float32)","tf.Tensor(0.49744445, shape=(), dtype=float32)","tf.Tensor(0.6450277, shape=(), dtype=float32)","tf.Tensor(0.78426456, shape=(), dtype=float32)","tf.Tensor(0.8665699, shape=(), dtype=float32)","tf.Tensor(0.70698285, shape=(), dtype=float32)","tf.Tensor(0.21863782, shape=(), dtype=float32)","tf.Tensor(0.3229549, shape=(), dtype=float32)","tf.Tensor(0.5364009, shape=(), dtype=float32)","tf.Tensor(0.28780463, shape=(), dtype=float32)","tf.Tensor(0.7432356, shape=(), dtype=float32)","tf.Tensor(0.6410063, shape=(), dtype=float32)","tf.Tensor(0.79244363, shape=(), dtype=float32)","tf.Tensor(0.5344254, shape=(), dtype=float32)","tf.Tensor(0.7684903, shape=(), dtype=float32)","tf.Tensor(0.7688851, shape=(), dtype=float32)","tf.Tensor(-0.3289713, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
301,"tf.Tensor(0.7840176, shape=(), dtype=float32)","tf.Tensor(0.8988435, shape=(), dtype=float32)","tf.Tensor(0.12025984, shape=(), dtype=float32)","tf.Tensor(0.84797895, shape=(), dtype=float32)","tf.Tensor(0.3955232, shape=(), dtype=float32)","tf.Tensor(0.6596603, shape=(), dtype=float32)","tf.Tensor(0.5394866, shape=(), dtype=float32)","tf.Tensor(0.87181437, shape=(), dtype=float32)","tf.Tensor(0.6793011, shape=(), dtype=float32)","tf.Tensor(0.596207, shape=(), dtype=float32)","tf.Tensor(0.76767284, shape=(), dtype=float32)","tf.Tensor(0.45457372, shape=(), dtype=float32)","tf.Tensor(0.87101644, shape=(), dtype=float32)","tf.Tensor(0.32996035, shape=(), dtype=float32)","tf.Tensor(0.42588776, shape=(), dtype=float32)","tf.Tensor(0.7889377, shape=(), dtype=float32)","tf.Tensor(0.7022661, shape=(), dtype=float32)","tf.Tensor(0.7067355, shape=(), dtype=float32)","tf.Tensor(0.7695118, shape=(), dtype=float32)","tf.Tensor(0.36387464, shape=(), dtype=float32)","tf.Tensor(0.24658889, shape=(), dtype=float32)","tf.Tensor(0.51353043, shape=(), dtype=float32)","tf.Tensor(0.62655956, shape=(), dtype=float32)","tf.Tensor(0.82747185, shape=(), dtype=float32)","tf.Tensor(0.394395, shape=(), dtype=float32)","tf.Tensor(0.8505689, shape=(), dtype=float32)","tf.Tensor(0.539409, shape=(), dtype=float32)","tf.Tensor(0.84351313, shape=(), dtype=float32)","tf.Tensor(0.56524175, shape=(), dtype=float32)","tf.Tensor(0.052624144, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
302,"tf.Tensor(0.36565882, shape=(), dtype=float32)","tf.Tensor(0.6175067, shape=(), dtype=float32)","tf.Tensor(0.3865155, shape=(), dtype=float32)","tf.Tensor(0.5046448, shape=(), dtype=float32)","tf.Tensor(0.6347711, shape=(), dtype=float32)","tf.Tensor(0.47596774, shape=(), dtype=float32)","tf.Tensor(0.2469924, shape=(), dtype=float32)","tf.Tensor(0.6262821, shape=(), dtype=float32)","tf.Tensor(0.6037742, shape=(), dtype=float32)","tf.Tensor(0.38530198, shape=(), dtype=float32)","tf.Tensor(0.33047885, shape=(), dtype=float32)","tf.Tensor(0.65460646, shape=(), dtype=float32)","tf.Tensor(0.14099686, shape=(), dtype=float32)","tf.Tensor(0.5616059, shape=(), dtype=float32)","tf.Tensor(0.21043386, shape=(), dtype=float32)","tf.Tensor(0.63414043, shape=(), dtype=float32)","tf.Tensor(0.15811996, shape=(), dtype=float32)","tf.Tensor(0.120559305, shape=(), dtype=float32)","tf.Tensor(0.20553559, shape=(), dtype=float32)","tf.Tensor(0.68045133, shape=(), dtype=float32)","tf.Tensor(0.18730141, shape=(), dtype=float32)","tf.Tensor(0.46426928, shape=(), dtype=float32)","tf.Tensor(0.44928747, shape=(), dtype=float32)","tf.Tensor(0.72010696, shape=(), dtype=float32)","tf.Tensor(0.71451396, shape=(), dtype=float32)","tf.Tensor(0.6157276, shape=(), dtype=float32)","tf.Tensor(0.2538268, shape=(), dtype=float32)","tf.Tensor(0.53218955, shape=(), dtype=float32)","tf.Tensor(0.5040107, shape=(), dtype=float32)","tf.Tensor(0.070563115, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
303,"tf.Tensor(0.4000611, shape=(), dtype=float32)","tf.Tensor(0.8095573, shape=(), dtype=float32)","tf.Tensor(0.3267928, shape=(), dtype=float32)","tf.Tensor(0.73479545, shape=(), dtype=float32)","tf.Tensor(0.20660655, shape=(), dtype=float32)","tf.Tensor(0.5345217, shape=(), dtype=float32)","tf.Tensor(0.62402016, shape=(), dtype=float32)","tf.Tensor(0.8059741, shape=(), dtype=float32)","tf.Tensor(0.5914553, shape=(), dtype=float32)","tf.Tensor(0.65861905, shape=(), dtype=float32)","tf.Tensor(0.6732575, shape=(), dtype=float32)","tf.Tensor(0.14194402, shape=(), dtype=float32)","tf.Tensor(0.73373556, shape=(), dtype=float32)","tf.Tensor(0.42584324, shape=(), dtype=float32)","tf.Tensor(0.5690919, shape=(), dtype=float32)","tf.Tensor(0.61849195, shape=(), dtype=float32)","tf.Tensor(0.60624653, shape=(), dtype=float32)","tf.Tensor(0.5906079, shape=(), dtype=float32)","tf.Tensor(0.54042387, shape=(), dtype=float32)","tf.Tensor(0.40017465, shape=(), dtype=float32)","tf.Tensor(0.26314008, shape=(), dtype=float32)","tf.Tensor(0.41769505, shape=(), dtype=float32)","tf.Tensor(0.53218925, shape=(), dtype=float32)","tf.Tensor(0.70337677, shape=(), dtype=float32)","tf.Tensor(0.61403877, shape=(), dtype=float32)","tf.Tensor(0.7469126, shape=(), dtype=float32)","tf.Tensor(0.34985125, shape=(), dtype=float32)","tf.Tensor(0.6446413, shape=(), dtype=float32)","tf.Tensor(0.5495196, shape=(), dtype=float32)","tf.Tensor(0.15018892, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
